ir_sort,std::sort,boost::sort::spreadsort::integer_sort,boost::sort::pdqsort,boost::sort::spinsort,boost::sort::flat_stable_sort
6093,10310,8319,8922,9456,25208
6147,10662,8309,8339,9120,25515
6046,10145,8264,8472,9473,25845
6301,9986,7996,9321,9790,25881
6139,9994,7363,9204,9539,25533
5985,10166,8037,8860,9577,25446
6130,9939,7853,8531,9768,25853
5893,10185,8393,9301,9528,25373
6194,10306,8036,9833,9383,25124
6075,9796,8138,8728,10244,26414
6315,9401,7453,9158,9609,25729
5937,10481,8174,8352,9637,25413
19241,10902,8272,19036,9127,25193
6035,9732,7861,9109,9497,25417
6060,9809,8257,9360,9085,25398
6173,10327,8038,9070,9453,25544
6072,9667,7767,8252,9017,25182
6022,9880,7942,9422,9724,25420
6219,9803,7992,8427,9542,25689
5838,9864,7816,8553,9763,25803
6301,10266,8480,9217,9407,25465
6093,10159,7489,8880,9676,25943
5989,10256,7993,9109,9046,25232
6011,9693,7761,9935,9299,25488
6220,9798,8020,8964,9322,25500
5895,9779,7696,8577,8764,24713
6022,10181,8077,8792,9094,25091
6037,9245,8022,9066,9444,25690
5879,9674,7706,9620,9101,25279
6173,10133,7711,9081,9603,25874
6076,9926,7640,8437,9507,25687
6046,10518,8027,7952,9634,25988
5893,9884,8255,9834,9494,25230
5973,10376,8027,8829,9416,25437
6031,9883,8071,9625,9245,25257
6197,10283,8792,8558,9875,25717
5946,9914,7873,8949,8950,24994
6096,10131,8529,8892,9404,26045
6060,10374,8166,9894,9666,25711
5823,10376,8211,9362,9625,25866
6019,9698,7754,8749,8961,24886
6081,9877,7817,8954,9767,25459
6009,10102,7881,9076,9169,25607
5989,10709,8877,9638,9397,25383
5903,10215,8099,8789,9325,25401
6116,9957,8331,9286,9175,25536
5875,9727,7721,9820,9321,25757
6186,10131,8203,7809,9574,25619
5956,9794,7969,9104,9213,25391
5961,10271,8304,8566,9107,25045
5966,9797,7391,9524,8781,25122
6101,10094,8060,9303,9290,39031
6654,21126,7794,8201,9136,25155
6066,9928,8072,9379,9143,25406
6082,9857,7403,8716,9043,24960
6078,9901,7980,8863,8874,24872
5968,9941,7688,9234,9127,25095
6121,9513,7546,8636,9351,25210
5978,10422,8557,8567,9415,25250
6016,10194,7670,8185,9620,25922
6048,9912,7659,10141,10000,25839
6031,9871,7727,9008,9423,25277
5923,10125,7796,9240,9011,25140
5980,10134,7600,9884,9250,25308
6071,10046,7869,9159,9393,25695
6459,11062,9062,9249,10283,35785
5981,10161,8375,8859,9530,25644
6052,10201,7663,8633,9564,25633
5771,10430,7973,9142,9458,25961
5986,9940,7673,8884,9636,25978
5881,10292,8440,9444,9186,25431
6226,9629,7261,9100,9913,25897
6138,10082,7879,8678,9500,25687
5817,10201,8113,8833,9283,25311
6064,10126,8223,9492,9430,25437
6115,10188,8665,10395,9328,25354
6043,10287,8197,8537,9424,25619
5921,9535,7601,8835,9008,25439
5992,10015,8253,8579,8821,38186
6482,10742,8877,19287,9507,25637
6204,10328,7751,9031,9676,25633
5957,10662,8192,10359,9146,25161
6007,10007,8367,9082,9568,25724
6126,9768,8222,8801,9406,25786
6051,9890,7225,8198,9875,25786
6183,10035,7829,8660,9332,25430
6274,10184,8205,9763,9280,25304
5913,9611,7799,9201,9503,25586
5991,19618,8579,10470,10277,36550
6254,9865,8287,8616,9549,25847
5864,9845,8066,9831,9117,55556
6078,10261,8013,9141,9871,26349
5942,10035,7823,9604,8434,24667
6082,10065,8520,10342,9331,25326
5994,9880,7792,8492,9161,25261
6043,10042,8041,9531,9124,25482
6163,10062,7831,8500,9391,25542
5968,10200,7583,8561,9170,25435
6185,9776,8049,9018,9859,25608
5870,9496,7901,8378,9265,25555
6087,10523,8928,8612,9447,25456
5882,10262,7913,8325,9497,25442
6226,9816,8154,8824,9057,24825
